,sentiment,content
21213,neutral,@idangazit I don't find this stuff amusing any more
21215,neutral,@chirstey Gratiss
21218,neutral,@poojarazdan woohoo! congrats to your friend and the boyfriend.
21221,neutral,@paddydonnelly you obviously havent seen my mrs first thing in a morning
21223,neutral,fully inspired to write a song.
21225,neutral,out to play
21228,neutral,"@Esme_Cullen26 yes, yes it is."
21235,neutral,"@joe_donut ah good deal, hope you find some new music"
21236,neutral,@CHARLIEFOGG lol ok then
21241,neutral,ready for a new week
21247,neutral,holiday again
21249,neutral,Signup for Dojo workshop in Munich (http://tinyurl.com/ct83ub ) ends today. Hurry up
21259,neutral,"http://twitpic.com/4ja8r - Tell me, how can you not love someone like this?"
21263,neutral,"I'm a little hungry, a nice bowl of spicy lentil soup should fill the gap"
21265,neutral,"yay, joss is coming over on saturday"
21274,neutral,@samanthad Nothing wrong with that samantha
21279,neutral,going to london
21286,neutral,@Kingtardy yessir that is 100% right
21288,neutral,watching neighbourss.
21299,neutral,"come on, leave Gretel alone now  I liked her doing the #Logies"
21314,neutral,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://megaredpacket.com/?aff_id=7891
21315,neutral,"Enough studying,whew... Time for sleep"
21317,neutral,Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight
21335,neutral,i wear a lot of white  http://tinyurl.com/dlbltg
21338,neutral,"@thunderror Heh heh heh, come on! It is a THQ release! Ah well, I can try almost anything that is billed as RPG!"
21343,neutral,looking at the moon and thinking about _____...
21344,neutral,Band work. I need my own laptop! @Solomonjoy buy me one Ill drive your shifts forever!
21346,neutral,"@kerryetches Yep they are open, it's Sunday hours tho"
21347,neutral,@bina_sth am just relaying news thts reaching me ...but i said confirmation remains
21350,neutral,@karanguni NICE I must see this
21354,neutral,"I mean, I'm just figuring out how to work it all"
21356,neutral,@McFlyXXDannyXX i am lol  ly
21357,neutral,"@rebecca_iscool I have a 320GB drive in my MB, with 6GB free... and 1.5TB external storage permanently connected when at home"
21360,neutral,Gud nite all...will catch you all again tomorrow
21368,neutral,i can't wait till tomorrow. just because its a new day
21369,neutral,@xxnapoleonsolo may the 4th be with you
21371,neutral,has made herself officially unavailable to her best friend
21372,neutral,"im sitting here super nervous about the chiodos contest, i hope i win!!!!"
21375,neutral,@KristinStewart SherriEShepherd gave the link for @Brento http://www.brentozar.com/twitter. He gives Twitter tips. Hope this helps
21377,neutral,@garretjiroux tnx for the repLy on myspace...
21378,neutral,@thunderror ... and that includes the chota-chota stuff released by Reflexie Arcade too!
21380,neutral,"@baomoi Thanks b?n Tu?n . Vi?t ban ?ï¿½m, khï¿½ng ch?ng vï¿½ con khï¿½ng qu?y"
21382,neutral,@bratinella @madsdeguzman I think that's the Muji stabilo.  Because she was eyeing mine last week.
21385,neutral,@hectorbrossi I'll be doing one of those too actually. It's for a composite film but want it real with rain also. Let me know how you go.
21387,neutral,"@besz No, nothing so important. I just like it to look like that. It's an old hairstype actually"
21389,neutral,"@rahulgoyal1986 Well I will be making beds, creating noise &amp; cleaning cleaning all day long.  With music &amp; a smile  x"
21391,neutral,DONE--IT'S SUMMER!!!
21400,neutral,@sloppyness only you babe. &lt;3
21402,neutral,Driving home listening to Prince
21405,neutral,@ShoeGal007 I always love help propping up the bar...
21408,neutral,"Sorry for the triple twitter post, was having trouble w/Stocktwits account.  I try not to clutter up the Twittersphere!"
21409,neutral,hee hallo @questredactie
21410,neutral,@TheRealLilZa zaaaa !
21415,neutral,my 3yo just woke and groggily walked over to my office.  Is now sleeping in my lap
21422,neutral,@pmcclory hmm. Tough choice. You got some matches?
21423,neutral,http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though
21428,neutral,tired tired tired ! Freefest today
21431,neutral,Second wind over - home time!
21433,neutral,@amreldib lets hope retirment is not cancelled for any reason
21438,neutral,going to the beach today
21439,neutral,@kindlebookclub pea plants!
21446,neutral,@Jas_Mean WHERE?
21447,neutral,@dudboi Well there's nothing to do but to keep swimming. You'll get there eventually
21448,neutral,@chinkeykeekai Ummm ... have you looked on your head?
21449,neutral,Bom dia  Rembrandt Impact Basin on Mercury - http://antwrp.gsfc.nasa.gov/apod/ap090504.html
21452,neutral,@unreal_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.
21453,neutral,@ShutterBetty Could get @JamesBeston to do the honours?
21456,neutral,@rosehwang Thanks
21459,neutral,Adobe After Effects and MS SQL Server...nice. would it be nicer if I just sleep?
21460,neutral,@spontaneo is there ANYTHING good about our country?
21464,neutral,cant send the dream story on twitter. sending on bebo mail  x
21466,neutral,@JohannaBD so I've organised a day of indulgence &amp; luxury for her. A pamper day  fingers crossed she likes the surprise..
21469,neutral,@mattsmithson no wonder your running son....
21470,neutral,Answering email questions for Art of Photography Show. Yes-I actually reply.  http://www.artofphotographyshow.com Entry deadline May 22nd
21471,neutral,????? http://is.gd/wxMt . ??????? ???  and may the source be with you
21474,neutral,Godawful hangover today. Worth it tho
21476,neutral,@Gailporter congrats! You're the first person i've heard/read say that today
21482,neutral,"any legal studies/law students out there twitter? would love a couple of references to cases inolving bias juries, jury nullification etc"
21487,neutral,"Vote Goal 10, help me win goal of the month  http://tinyurl.com/dlrcqk"
21497,neutral,@maaaarit I'm on msn now
21501,neutral,"@dpbrown the old blue G4 is too slow to code on nowadays, I have a laptop I've borrowed from work ++ lets me lounge while I browse"
21505,neutral,"@mashable Thanks to TweetStats, I confirmed what I long suspected: Twitter is keeping me up way too late!  ht.. http://twurl.nl/oaerf4"
21515,neutral,@Lilith_92 yeah im okayy lots been happening while you not been here !! anyone special at the moment ? xx
21516,neutral,"@stonesimon Oki doki  You too, laterrrs"
21519,neutral,"If all goes according to plan, you CSE RFID guinea pigs should have a bitchin FF extension to play with by the end of this week"
21522,neutral,@BastetAsshur i agree.
21523,neutral,lying on the sofa chilling...don't intend on moving from it any time soon
21524,neutral,"@nm tweets are postcards, butless easily retrievable than archived email saved on my machine."
21525,neutral,"@thorney1 I forget, are you in Edinburgh? Check out EdinburghAC.org.uk"
21527,neutral,@SwissTwist jip i have a good one
21531,neutral,apple fritters are like the perfect after food...don't you think?
21534,neutral,bank holiday today
21537,neutral,another bank holiday out of the office
21540,neutral,does anyone know how to move google chrome passwords to firefox?
21542,neutral,@elizabethlai This is my mini collection of Star Wars figurines in the office.  @allysont http://twitpic.com/4j29b - what's this?
21543,neutral,Next song to be axed by me Ombra mai fï¿½ -ï¿½ Largo ï¿½ Hï¿½ndel
21544,neutral,Back to office. A bit strange after a short hollidays. But my MBP is without dead px and re-vamped with 4gb of ram. Monday is a bit nicer
21550,neutral,"@DonniesCupcake I will tweet you sometime tomorrow, anothe busy day! Goodnight Hooker Chickie! LOL!"
21551,neutral,"twitters from her seat in the exam hall! it starts in 15mins. pray for seat 299 in MPSH1-A to be blessed, oh and for wisdom to flow.  whee"
21554,neutral,http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction
21562,neutral,@andavane http://bit.ly/13f5m0  You are not alone in your disbelief but I am quite happy with evolution. It beats the alternatives posited
21564,neutral,"@darrensoh yup, studying. At least I'm trying to. Trying to let the stuff I read enter my brain permanently."
21565,neutral,its Monday and all is good
21566,neutral,"Well if you actually went and got your drivers license you wouldn't have to worry about the bus being shit, haha."
21568,neutral,there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html
21570,neutral,"If anyone has a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?"
21571,neutral,@mac40007001 you're welcome
21572,neutral,@zekemurphy Webmail is your friend...
21573,neutral,will be back later.  http://plurk.com/p/rp3k7
21575,neutral,Gnight shar   &lt;(' '&lt;)Vega(&gt;' ')&gt;
21576,neutral,MAY THE 4TH BE WITH YOU. Happy Star Wars Day
21577,neutral,@KunalSheth it will get over on 8th. subjects remaining are power generation operation and control &amp; distribution system automation
21583,neutral,In bed with 2 girls
21584,neutral,@Harvstrofsorrow i still like coldplay i just said that was one of my fav cds. and they r one of my fav bands too!!!
21586,neutral,@picalili  HERE HERE!!!   xxx
21587,neutral,IDIOTat)tove_liden Th*nks for the follow Tove!  (ddoodm) #IDIOT
21589,neutral,Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t
21590,neutral,wants everyone to know he's off to watch Cypher... again
21591,neutral,Shower day.
21597,neutral,Digiqom welcomed new team members in the company today
21600,neutral,@rachky @taltalush Yes. I am secure in my masculinity.
21601,neutral,"Going to have one last cig, then head to bed. Night Tweeters."
21602,neutral,May the 4th be with you all
21605,neutral,"Actually I've been in here, holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat"
21607,neutral,@inkophile I have weekends like that too - almost always at the end of &quot;one of those weeks&quot;!
21608,neutral,"@rmolden Yes, maybe, but for today, I write"
21610,neutral,@Shez wishing you were here too babe.. we'd have a ball
21611,neutral,?and make your own pledge while you're at it!
21617,neutral,I'm new to Twitter &amp; I'm trying to work out how to use this program..
21620,neutral,is watching neighbours!
21621,neutral,@devinjay oh just referring to our lil exchange on LJ with regards to twitter archive postings.
21622,neutral,I am having a pretty good time at work talking shit with one on  the gymnastics gils
21623,neutral,@moanasaves right.
21625,neutral,@DiiLee break a leg  but don't do it for real it just a saying :p &quot; good luck&quot;
21627,neutral,@ElvisHsiao You can go to www.TwitPic.com and log in with your Twitter details to add pics
21634,neutral,@Taryll sweet dreams
21635,neutral,"i actually really liked Merlin last night. some parts were a bit eh, but the part where that chick was singing was like whoa."
21636,neutral,@TomFelton Safe flight home to you and Jade   XX
21639,neutral,@Atomik re: the job ... still waiting my friend. Thanks for asking  * I just need a little ... ;) * ? http://blip.fm/~5jehr
21646,neutral,@NolaxE I follow u lol
21649,neutral,@AndyBradbury - mostley yellow and green
21652,neutral,@DJCRS will do hun. Yes yes.
21657,neutral,http://tinyurl.com/d6smh5 my painthing
21678,neutral,"Back from hospital, now at work... later studio time"
21679,neutral,editing something in photoshoot  NILEY
21684,neutral,"Here comes the sun, here comes the sun, and I say it's all right"
21690,neutral,http://xkcd.com/577/ - today's xkcd  Looking forward to daily updates this week!
21692,neutral,gonna have a lazy day today
21696,neutral,@poorprogrammer office ???????????
21699,neutral,its a perfect op for everyone to advertise their blogs
21702,neutral,is over it.  http://plurk.com/p/rp5np
21704,neutral,@jadoon88 @imhassan ROFLMAO for the funny web portal  =D
21707,neutral,@kasey79 I got it
21709,neutral,"Hunger settled, now, tis sleepytime"
21712,neutral,2pm today is Quiz Time at the Goat! Game shows to play and prizes to be won! Plus 'Toss Off Tommy' for free drinks! Today from 2! x
21715,neutral,@EmmanuelGadenne  then maybe you should think of spending christmass there too
21721,neutral,@sarahtonner are you tweeting while running?
